parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers
000679,ADMINISTRATIVE PROCEDURE AND ADJUDICATION,000700,DUE PROCESS IN ADMINISTRATIVE PROCEEDINGS,0,6,000685=CONSTITUTIONAL DUE PROCESS IN ADMINISTRATIVE PROCEEDINGS;000696=DUE PROCESS IN ADMINISTRATIVE ACTIONS,2
000679,ADMINISTRATIVE PROCEDURE AND ADJUDICATION,000718,FORMAL ADJUDICATION UNDER THE APA,0,3,000715=FORMAL ADJUDICATION,1
000679,ADMINISTRATIVE PROCEDURE AND ADJUDICATION,000745,PROCEDURAL DUE PROCESS IN AGENCY PROCEEDINGS,0,4,000736=PROCEDURAL DUE PROCESS IN ADMINISTRATIVE ADJUDICATION;000740=PROCEDURAL DUE PROCESS IN ADMINISTRATIVE PROCEEDINGS,2
000679,ADMINISTRATIVE PROCEDURE AND ADJUDICATION,000726,PARTIES AND STANDING,0,3,000729=PARTIES AND STANDING BEFORE ADMINISTRATIVE AGENCIES;000731=PARTIES AND STANDING IN ADMINISTRATIVE PROCEEDINGS,2
000685,CONSTITUTIONAL DUE PROCESS IN ADMINISTRATIVE PROCEEDINGS,000691,PROTECTED INTERESTS TRIGGERING DUE PROCESS,0,2,000693=PROTECTED INTERESTS TRIGGERING PROCEDURAL DUE PROCESS,1
000700,DUE PROCESS IN ADMINISTRATIVE PROCEEDINGS,000703,LIBERTY AND PROPERTY INTERESTS,0,4,000710=PROTECTED PROPERTY AND LIBERTY INTERESTS,1
000758,ADMINISTRATIVE PROCEDURE AND AGENCY ACTION,000802,JUDICIAL REVIEW OF AGENCY DECISIONS,0,12,000774=JUDICIAL REVIEW OF AGENCY ACTION,1
000759,ADJUDICATION,000765,INFORMAL ADJUDICATION,0,1,000767=INFORMAL AND STREAMLINED ADJUDICATION,1
000769,AGENCY DECISION-MAKING MODES,000771,RULEMAKING AND ADJUDICATION DISTINGUISHED,3,0,000770=CHOICE BETWEEN RULEMAKING AND ADJUDICATION,1
000774,JUDICIAL REVIEW OF AGENCY ACTION,000777,SCOPE AND STANDARDS OF REVIEW,0,4,000775=SCOPE AND STANDARDS OF JUDICIAL REVIEW,1
000777,SCOPE AND STANDARDS OF REVIEW,000778,DEFERENCE TO AGENCY INTERPRETATIONS,0,3,000783=JUDICIAL DEFERENCE TO AGENCY INTERPRETATIONS,1
000792,ARBITRARY AND CAPRICIOUS REVIEW,000793,AGENCY RESCISSION OR CHANGE OF POLICY,2,0,000794=AGENCY RESCISSION OR REVERSAL OF POLICY,1
000802,JUDICIAL REVIEW OF AGENCY DECISIONS,000808,STANDARD OF REVIEW,0,6,000804=SCOPE AND STANDARDS OF REVIEW,1
000853,ADMINISTRATIVE PROCEDURE AND JUDICIAL REVIEW,000895,RULEMAKING,0,5,000854=AGENCY RULEMAKING,1
000853,ADMINISTRATIVE PROCEDURE AND JUDICIAL REVIEW,000875,JUDICIAL REVIEW OF AGENCY ACTIONS,0,10,000859=JUDICIAL REVIEW OF ADMINISTRATIVE ACTION;000890=JUDICIAL REVIEW OF AGENCY DECISIONS,2
000875,JUDICIAL REVIEW OF AGENCY ACTIONS,000879,REVIEWABILITY AND JUSTICIABILITY,0,2,000882=REVIEWABILITY AND JUSTICIABILITY DOCTRINES,1
000915,DUE PROCESS IN ADMINISTRATIVE ADJUDICATION,000918,PROTECTED INTERESTS: PROPERTY AND LIBERTY,0,1,000916=PROTECTED INTERESTS TRIGGERING PROCEDURAL DUE PROCESS,1
000926,ADMINISTRATIVE PROCEDURE AND RULEMAKING,000991,RULEMAKING PROCEDURES,1,1,000992=RULEMAKING PROCESS,1
000926,ADMINISTRATIVE PROCEDURE AND RULEMAKING,000927,ADMINISTRATIVE PROCEDURE ACT,0,3,000930=ADMINISTRATIVE PROCEDURE ACT (APA),1
000926,ADMINISTRATIVE PROCEDURE AND RULEMAKING,000932,AGENCY GUIDANCE,0,1,000934=AGENCY GUIDANCE AND NON-LEGISLATIVE RULES,1
000926,ADMINISTRATIVE PROCEDURE AND RULEMAKING,000954,INFORMAL RULEMAKING,0,2,000957=INFORMAL RULEMAKING UNDER APA SECTION 553,1
000926,ADMINISTRATIVE PROCEDURE AND RULEMAKING,000984,RULEMAKING DISTINCTIONS,0,1,000987=RULEMAKING DISTINCTIONS AND EXCEPTIONS,1
000926,ADMINISTRATIVE PROCEDURE AND RULEMAKING,000971,NOTICE AND COMMENT RULEMAKING,0,4,000968=NOTICE AND COMMENT REQUIREMENTS,1
001027,ADMINISTRATIVE RULEMAKING,001035,INFORMAL RULEMAKING,0,3,001032=INFORMAL NOTICE-AND-COMMENT RULEMAKING,1
001050,ADMINISTRATIVE RULEMAKING AND REGULATORY AUTHORITY,001055,TYPES OF ADMINISTRATIVE REGULATIONS,0,4,001061=TYPES OF REGULATIONS,1
001079,JUDICIAL REVIEW OF ACCESS DECISIONS,001080,REGIONAL HIGH COURT JURISPRUDENCE,2,0,001081=SPANISH REGIONAL HIGH COURT JURISPRUDENCE,1
001087,ADMINISTRATIVE TRANSPARENCY AND PUBLIC INFORMATION ACCESS,001092,RIGHT OF ACCESS TO PUBLIC INFORMATION,0,2,001090=FREEDOM OF INFORMATION AND RIGHT OF ACCESS,1
001137,RULEMAKING PETITIONS AND UNREASONABLE DELAY,001138,JUDICIAL REVIEW OF AGENCY DELAY,2,0,001139=JUDICIAL REVIEW OF AGENCY INACTION,1
001158,AGENCY RULEMAKING AND REGULATORY AUTHORITY,001162,INFORMAL RULEMAKING UNDER APA SECTION 553,0,3,001159=ADMINISTRATIVE PROCEDURE ACT SECTION 553 RULEMAKING,1
001166,AGENCY RULEMAKING AND REGULATORY PROCESS,001169,INFORMAL NOTICE-AND-COMMENT RULEMAKING,0,1,001167=FEDERAL ADMINISTRATIVE PROCEDURE ACT RULEMAKING,1
001233,BANKING AND FINANCIAL REGULATION,001234,CENTRAL BANKING,0,2,001238=CENTRAL BANKING AND MONETARY POLICY,1
001255,BANKRUPTCY AND DEBTOR-CREDITOR LAW,001259,BANKRUPTCY PROCEEDINGS,0,3,001256=BANKRUPTCY PROCEDURES,1
001278,BANKRUPTCY LAW,001298,BANKRUPTCY PROCEEDINGS,0,8,001296=BANKRUPTCY PROCEDURE,1
001398,CONSUMER FINANCIAL PROTECTION,001412,DODD-FRANK ACT REGULATORY REGIMES,0,2,001409=DODD-FRANK ACT REGULATORY FRAMEWORK,1
001398,CONSUMER FINANCIAL PROTECTION,001404,CREDIT AND LENDING REGULATION,0,2,001399=CONSUMER CREDIT AND LENDING REGULATION,1
001420,CONSUMER PROTECTION,001430,ENFORCEMENT AUTHORITY,0,3,001433=ENFORCEMENT AUTHORITY AND ACTIONS,1
001420,CONSUMER PROTECTION,001467,STATE ENFORCEMENT,0,2,001470=STATE ENFORCEMENT AUTHORITY,1
001420,CONSUMER PROTECTION,001475,UNFAIR AND DECEPTIVE TRADE PRACTICES,0,2,"001480=UNFAIR, DECEPTIVE, OR ABUSIVE ACTS OR PRACTICES",1
001420,CONSUMER PROTECTION,001446,ENFORCEMENT MECHANISMS AND REMEDIES,0,3,001427=ENFORCEMENT AND REMEDIES,1
001436,ENFORCEMENT BY STATE ATTORNEYS GENERAL,001439,MULTISTATE ACTIONS,3,0,001440=MULTISTATE COORDINATED ACTIONS;001441=MULTISTATE ENFORCEMENT ACTIONS,2
001436,ENFORCEMENT BY STATE ATTORNEYS GENERAL,001443,SINGLE-STATE MATTERS,2,0,001442=SINGLE-STATE CONSUMER PROTECTION MATTERS,1
001446,ENFORCEMENT MECHANISMS AND REMEDIES,001447,MANDATORY ARBITRATION,2,0,001448=MANDATORY ARBITRATION IN CONSUMER DISPUTES,1
001452,STATE ATTORNEY GENERAL ENFORCEMENT,001463,SINGLE-STATE ACTIONS,2,0,001464=SINGLE-STATE ENFORCEMENT ACTIONS,1
001496,CONSUMER PROTECTION AND MARKETING REGULATION,001497,FOOD AND DRUG LAW,0,2,001500=FOOD AND DRUG REGULATION,1
001545,DATA PROTECTION AND PRIVACY,001548,EUROPEAN DATA PROTECTION LAW,0,2,001551=EUROPEAN UNION DATA PROTECTION REGIME,1
001605,CHILD LABOR LAWS,001608,MINIMUM AGE RESTRICTIONS,0,2,001606=AGE-BASED EMPLOYMENT RESTRICTIONS,1
001655,ENVIRONMENTAL LAW,001689,CLIMATE CHANGE,0,3,001693=CLIMATE CHANGE AND GREENHOUSE GAS REGULATION,1
001655,ENVIRONMENTAL LAW,001699,ENVIRONMENTAL IMPACT ASSESSMENT,0,2,001696=ENVIRONMENTAL ASSESSMENT AND REVIEW,1
001655,ENVIRONMENTAL LAW,001704,INTERNATIONAL ENVIRONMENTAL LAW,0,2,001701=INTERNATIONAL ENVIRONMENTAL GOVERNANCE,1
001655,ENVIRONMENTAL LAW,001684,AIR QUALITY REGULATION,0,2,001681=AIR QUALITY AND EMISSIONS REGULATION,1
001663,CLEAN AIR ACT,001664,EMISSIONS TRADING AND BUBBLING,0,2,001666=EMISSIONS TRADING AND FLEXIBLE COMPLIANCE,1
001750,ENVIRONMENTAL REGULATION,001760,WATER QUALITY AND POLLUTION CONTROL,0,2,001763=WATER RESOURCES AND POLLUTION CONTROL,1
001851,FINANCIAL REGULATION,001914,REGULATORY SCOPE AND COVERAGE,0,2,001919=SCOPE AND COVERAGE OF REGULATION,1
001851,FINANCIAL REGULATION,001896,GENERAL INTRODUCTION,1,0,001894=FOUNDATIONS AND OVERVIEW,1
001851,FINANCIAL REGULATION,001866,BANKING REGULATION,0,4,001861=BANKING LAW AND REGULATION;001864=BANKING LAW AND SUPERVISION,2
001851,FINANCIAL REGULATION,001918,REGULATORY STRUCTURE AND FRAMEWORKS,3,1,001910=REGULATORY FRAMEWORKS AND INSTITUTIONAL STRUCTURE,1
001867,INSURED DEPOSITORY INSTITUTIONS,001870,CAPITAL REQUIREMENTS,0,2,001868=CAPITAL ADEQUACY REQUIREMENTS,1
001899,INSURANCE REGULATION,001902,INTRODUCTION AND OVERVIEW,2,0,001903=INTRODUCTION AND OVERVIEW OF INSURANCE REGULATION;001905=TOPICS AND OVERVIEW,2
001947,FINANCIAL REGULATION AND CONSUMER PROTECTION,001953,CONSUMER FINANCIAL PROTECTION BUREAU,0,2,001955=CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),1
001959,FINANCIAL REGULATION AND INSURANCE LAW,001965,STATE INSURANCE STATUTES AND REGULATIONS,0,3,001963=STATE INSURANCE STATUTES AND CODES,1
001965,STATE INSURANCE STATUTES AND REGULATIONS,001966,SPECIFIC STATE INSURANCE CODE PROVISIONS,1,1,001967=SPECIFIC STATE INSURANCE LEGISLATION,1
001990,FOOD AND AGRICULTURE LAW,001999,FOOD REGULATION AND SAFETY,0,2,002001=FOOD SAFETY AND QUALITY REGULATION,1
001990,FOOD AND AGRICULTURE LAW,001996,FOOD LABELING AND STANDARDS,0,1,001993=FOOD LABELING AND CERTIFICATION,1
002043,FOOD AND DRUG LAW,002098,FOOD MARKETING,0,2,002101=FOOD MARKETING AND ADVERTISING,1
002043,FOOD AND DRUG LAW,002145,FOOD SAFETY REGULATION,0,8,002055=FEDERAL FOOD SAFETY REGULATION,1
002043,FOOD AND DRUG LAW,002194,REGULATORY STRUCTURE,0,1,002192=REGULATORY FRAMEWORK AND INSTITUTIONAL STRUCTURE,1
002043,FOOD AND DRUG LAW,002087,FOOD LABELING AND MARKETING,0,7,002070=FOOD LABELING;002170=LABELING REQUIREMENTS,2
002043,FOOD AND DRUG LAW,002184,REGULATION OF FOOD SYSTEMS,1,3,002109=FOOD REGULATION,1
002070,FOOD LABELING,002073,AFFIRMATIVE LABELING REQUIREMENTS,0,4,002071=AFFIRMATIVE DISCLOSURE REQUIREMENTS,1
002078,FRONT-OF-PACKAGE LABELING,002079,INDUSTRY-DEVELOPED LABELING INITIATIVES,1,0,002080=VOLUNTARY INDUSTRY LABELING PROGRAMS;002082=VOLUNTARY INDUSTRY NUTRITION LABELING PROGRAMS,2
002124,FOOD SAFETY AND ADULTERATION,002127,ECONOMICALLY MOTIVATED ADULTERATION,1,2,002125=ECONOMIC ADULTERATION;002128=ECONOMICALLY MOTIVATED ADULTERATION (EMA),2
002145,FOOD SAFETY REGULATION,002146,ADULTERATION,0,2,002160=FOOD ADULTERATION,1
002196,FOOD AND DRUG REGULATION,002577,FOOD SAFETY MODERNIZATION ACT (FSMA),0,3,002244=FEDERAL FOOD SAFETY MODERNIZATION ACT (FSMA),1
002196,FOOD AND DRUG REGULATION,002642,LABELING REQUIREMENTS,0,2,002635=LABELING AND DISCLOSURE REQUIREMENTS;002638=LABELING AND PACKAGING,2
002196,FOOD AND DRUG REGULATION,002255,FOOD ADULTERATION,0,2,002199=ADULTERATION,1
002196,FOOD AND DRUG REGULATION,002209,AGENCY JURISDICTION AND AUTHORITY,0,2,002197=ADMINISTRATIVE STRUCTURE AND JURISDICTION,1
002196,FOOD AND DRUG REGULATION,002263,FOOD AND DRUG ADMINISTRATION,0,2,002265=FOOD AND DRUG ADMINISTRATION (FDA),1
002196,FOOD AND DRUG REGULATION,002425,FOOD PRODUCTION AND LABELING,0,1,002428=FOOD PRODUCTION AND LABELING STANDARDS,1
002196,FOOD AND DRUG REGULATION,002234,FDA ENFORCEMENT,1,1,002236=FDA REGULATORY ACTIONS,1
002196,FOOD AND DRUG REGULATION,002648,NUTRITION AND DIETARY HEALTH REGULATION,0,6,002656=NUTRITION AND DIETARY REGULATION;002670=NUTRITION REGULATION,2
002196,FOOD AND DRUG REGULATION,002679,PUBLIC HEALTH AND SAFETY,0,2,002681=PUBLIC HEALTH AND SAFETY STANDARDS,1
002196,FOOD AND DRUG REGULATION,002632,INTERNATIONAL FOOD GOVERNANCE,0,2,002629=INTERNATIONAL FOOD AND AGRICULTURAL GOVERNANCE,1
002216,DIETARY SUPPLEMENTS,002217,DIETARY SUPPLEMENT HEALTH AND EDUCATION ACT REGULATORY FRAMEWORK,1,5,002218=DSHEA REGULATORY FRAMEWORK;002221=DSHEA REGULATORY REGIME,2
002255,FOOD ADULTERATION,002256,ECONOMICALLY MOTIVATED ADULTERATION,0,2,002258=ECONOMICALLY MOTIVATED ADULTERATION (EMA),1
002271,FOOD LABELING,002281,ALLERGEN LABELING AND DISCLOSURE,3,0,002290=FOOD ALLERGENS,1
002271,FOOD LABELING,002277,AFFIRMATIVE LABELING REQUIREMENTS,1,6,002272=AFFIRMATIVE LABEL REQUIREMENTS,1
002271,FOOD LABELING,002295,LABEL CLAIMS,1,1,002284=CLAIMS,1
002271,FOOD LABELING,002300,MEAT AND POULTRY LABELING,0,2,002302=MEAT AND POULTRY PRODUCTS LABELING,1
002333,FOOD LABELING AND DISCLOSURE,002343,WARNING LABELS,0,2,002341=WARNING LABEL REQUIREMENTS,1
002333,FOOD LABELING AND DISCLOSURE,002335,MENU LABELING,0,2,002337=MENU LABELING REQUIREMENTS,1
002368,FOOD LABELING AND MISBRANDING,002371,FRONT-OF-PACKAGE LABELING,0,4,002374=FRONT-OF-PACKAGE LABELING REQUIREMENTS,1
002382,FOOD LABELING AND STANDARDS,002383,CERTIFICATION AND LABELING OF ORGANIC FOODS,1,3,002384=ORGANIC CERTIFICATION;002386=ORGANIC CERTIFICATION AND STANDARDS;002388=ORGANIC FOOD CERTIFICATION,3
002392,FOOD LABELING REQUIREMENTS,002395,AFFIRMATIVE LABEL DISCLOSURES,0,3,002393=AFFIRMATIVE LABEL CONTENT MANDATES;002397=AFFIRMATIVE LABEL REQUIREMENTS,2
002406,FOOD MARKETING AND ADVERTISING,002407,CHILD-DIRECTED ADVERTISING RESTRICTIONS,1,2,002408=MARKETING TO CHILDREN;002410=REGULATION OF MARKETING TO CHILDREN,2
002421,FOOD PRODUCTION AND DISTRIBUTION,002422,COTTAGE FOOD LAWS,1,1,002423=HOME-BASED AND COTTAGE FOOD OPERATIONS,1
002440,FOOD SAFETY,002476,GENERAL FRAMEWORK AND OVERVIEW,2,0,002477=GENERAL PRINCIPLES AND OVERVIEW,1
002440,FOOD SAFETY,002446,ADULTERATION OF FOOD,1,4,002441=ADULTERATION,1
002440,FOOD SAFETY,002460,FOOD ADDITIVES AND CHEMICALS,0,5,002449=CHEMICAL CONTAMINANTS AND ADDITIVES;002458=FOOD ADDITIVES AND CHEMICAL CONTAMINANTS;002463=FOOD ADDITIVES AND CONTAMINANTS,3
002441,ADULTERATION,002443,REGULATORY LIMITS AND TOLERANCES,3,0,"002444=REGULATORY THRESHOLDS AND ACTION LEVELS;002445=TOLERANCE LEVELS, ACTION LEVELS, AND REGULATORY LIMITS",2
002460,FOOD ADDITIVES AND CHEMICALS,002461,GENERALLY RECOGNIZED AS SAFE (GRAS) DESIGNATION,4,0,002462=GENERALLY RECOGNIZED AS SAFE (GRAS) DETERMINATIONS,1
002469,FOOD ADDITIVES AND SUBSTANCES,002473,GENETICALLY MODIFIED FOODS AND GRAS,2,0,002472=GENETICALLY MODIFIED FOOD AND GRAS DETERMINATION,1
002469,FOOD ADDITIVES AND SUBSTANCES,002470,GENERALLY RECOGNIZED AS SAFE (GRAS),2,0,002471=GENERALLY RECOGNIZED AS SAFE (GRAS) DETERMINATION,1
002509,ECONOMICALLY MOTIVATED ADULTERATION,002510,REGULATORY ENFORCEMENT TOOLS,2,0,002511=REGULATORY TOOLS AND REMEDIES,1
002524,FOOD SAFETY AND NUTRITION,002529,REGULATION OF NUTRITION,0,1,002527=NUTRITION POLICY AND LABELING,1
002539,FOOD SAFETY AND SANITATION,002540,COTTAGE FOOD OPERATIONS,0,2,002546=HOME-BASED FOOD OPERATIONS,1
002550,FOOD SAFETY AND STANDARDS,002551,ECONOMIC ADULTERATION OF FOOD,0,2,002553=ECONOMICALLY MOTIVATED ADULTERATION,1
002571,FOOD SAFETY LAW,002572,FOOD ADDITIVES AND CHEMICALS,0,2,002574=FOOD ADDITIVES AND SUBSTANCES,1
002577,FOOD SAFETY MODERNIZATION ACT (FSMA),002578,PREVENTIVE CONTROLS,1,1,002579=PREVENTIVE CONTROLS RULE,1
002604,LOCAL FOOD REGULATION,002605,FARMER'S MARKETS,2,1,002606=FARMERS' MARKETS,1
002690,FOOD AND DRUG SAFETY,002691,FOOD SAFETY,0,1,002694=FOOD SAFETY REGULATION,1
002728,COTTAGE FOOD OPERATIONS,002729,STATUTORY DEFINITION,2,0,002730=STATUTORY DEFINITION OF COTTAGE FOOD OPERATION,1
002781,FOOD SAFETY LAW,002793,REGULATORY STRUCTURE AND METHOD,1,0,002794=STRUCTURE AND METHOD,1
002782,FEDERAL REGULATORY REGIME,002787,INSPECTION OF ENTERPRISES,2,2,002785=INSPECTION,1
002798,FOOD SAFETY REGULATION,002816,FOOD ADULTERATION,0,4,002799=ADULTERATION,1
002798,FOOD SAFETY REGULATION,002808,FEDERAL REGULATORY FRAMEWORK,1,4,002809=FEDERAL REGULATORY REGIME,1
002809,FEDERAL REGULATORY REGIME,002812,"PREVENTION, INSPECTION, AND RISK",2,2,"002810=PREVENTION AND RISK MANAGEMENT;002813=PREVENTION, INSPECTION, AND RISK CONTROL;002815=PREVENTION, INSPECTION, AND RISK MANAGEMENT",3
002824,GOVERNMENT CONTRACTING AND PROCUREMENT,002829,PUBLIC BIDDING PROCESSES,0,1,002831=PUBLIC BIDDING REQUIREMENTS,1
002833,GOVERNMENT CONTRACTING AND PUBLIC PROCUREMENT,002836,CONTRACTOR QUALIFICATION AND SOLVENCY,0,2,002838=CONTRACTOR QUALIFICATION AND SOLVENCY REQUIREMENTS,1
002840,GOVERNMENT CONTRACTS AND PROCUREMENT,002841,COMPETITIVE BIDDING,0,2,002844=COMPETITIVE BIDDING REQUIREMENTS,1
002873,GOVERNMENT ETHICS AND INTEGRITY,002876,POST-EMPLOYMENT RESTRICTIONS,0,3,002874=POST-EMPLOYMENT AND REVOLVING DOOR RESTRICTIONS,1
002876,POST-EMPLOYMENT RESTRICTIONS,002877,REVOLVING DOOR RULES,0,2,002880=REVOLVING DOOR STATUTES,1
002887,ACCESS TO PUBLIC INFORMATION,002890,EXEMPTIONS AND LIMITS ON ACCESS,1,1,002891=STATUTORY LIMITS AND EXEMPTIONS,1
002910,GOVERNMENT TRANSPARENCY AND INFORMATION ACCESS,002914,RIGHT OF ACCESS TO PUBLIC INFORMATION,0,2,002911=PUBLIC ACCESS TO GOVERNMENT INFORMATION,1
002952,HEALTH AND SAFETY REGULATION,002956,FOOD AND DRUG LAW,0,5,002963=FOOD AND DRUG REGULATION,1
002956,FOOD AND DRUG LAW,002957,DIETARY SUPPLEMENTS,0,2,002959=DIETARY SUPPLEMENTS REGULATION,1
002985,HEALTH LAW,002988,FOOD AND DRUG LAW,0,4,002997=FOOD AND DRUG REGULATION,1
002985,HEALTH LAW,003003,HEALTH INFORMATION PRIVACY,0,3,003006=HEALTH INFORMATION PRIVACY AND SECURITY;003008=MEDICAL PRIVACY AND CONFIDENTIALITY,2
002985,HEALTH LAW,003017,PUBLIC HEALTH LAW,0,2,003019=PUBLIC HEALTH REGULATION,1
002988,FOOD AND DRUG LAW,002989,FOOD SAFETY,0,3,002992=FOOD SAFETY REGULATION,1
003054,HEALTH LAW AND REGULATION,003062,HEALTH INFORMATION PRIVACY,0,3,003065=HEALTH INFORMATION PRIVACY AND SECURITY;003070=PATIENT PRIVACY AND HEALTH INFORMATION,2
003097,IMMIGRATION AND NATIONALITY,003182,NONIMMIGRANT VISAS,0,4,003179=NON-IMMIGRANT VISAS,1
003113,INADMISSIBILITY GROUNDS,003116,NATIONAL SECURITY GROUNDS,0,1,003114=NATIONAL SECURITY AND FOREIGN POLICY GROUNDS,1
003213,IMMIGRATION AND NATIONALITY LAW,003221,ADMISSION AND EXCLUSION OF NONCITIZENS,0,1,003214=ADMISSIBILITY AND INADMISSIBILITY DETERMINATIONS;003217=ADMISSION AND ADMISSIBILITY;003224=ADMISSION AND INADMISSIBILITY,3
003213,IMMIGRATION AND NATIONALITY LAW,003243,REMOVAL AND DEPORTATION,0,5,003251=REMOVAL PROCEEDINGS AND RELIEF,1
003271,IMMIGRATION LAW,003335,REMOVAL AND DEPORTATION PROCEEDINGS,0,3,003310=DEPORTABILITY AND REMOVAL;003332=REMOVAL AND DEPORTATION;003340=REMOVAL PROCEEDINGS,3
003271,IMMIGRATION LAW,003289,ADMISSION AND INADMISSIBILITY,0,3,003272=ADMISSIBILITY AND INADMISSIBILITY,1
003275,ADMISSION AND ADMISSIBILITY,003279,GROUNDS OF INADMISSIBILITY AND WAIVERS,1,1,003280=INADMISSIBILITY AND WAIVERS;003282=INADMISSIBILITY GROUNDS,2
003340,REMOVAL PROCEEDINGS,003343,RELIEF FROM REMOVAL,0,4,003341=FORMS OF RELIEF FROM REMOVAL,1
003379,INSURANCE REGULATION,003436,RATE REGULATION,0,4,003408=INSURANCE RATES AND RATING PRACTICES;003440=RATES AND PREMIUMS,2
003379,INSURANCE REGULATION,003433,POLICY FORMS AND TERMS,0,2,003402=INSURANCE POLICIES AND FORMS,1
003379,INSURANCE REGULATION,003397,INSURANCE FEDERALISM,0,5,003384=FEDERAL PREEMPTION OF STATE INSURANCE LAW;003386=FEDERAL-STATE ALLOCATION OF REGULATORY AUTHORITY;003388=FEDERAL-STATE RELATIONS IN INSURANCE;003391=FEDERALISM AND INTERGOVERNMENTAL AUTHORITY,4
003379,INSURANCE REGULATION,003394,GENERAL REGULATORY FRAMEWORK,3,0,003442=REGULATORY FRAMEWORK AND OVERSIGHT,1
003379,INSURANCE REGULATION,003428,LICENSING OF INSURERS,0,4,003380=AUTHORIZATION AND LICENSING OF INSURERS;003414=INSURER ADMISSION AND LICENSING;003424=LICENSING AND AUTHORIZATION,3
003379,INSURANCE REGULATION,003383,CONSUMER PROTECTION IN INSURANCE,1,1,003431=MARKET CONDUCT AND CONSUMER PROTECTION,1
003379,INSURANCE REGULATION,003418,INSURERS AND INSURANCE COMPANIES,0,3,003395=INSURANCE COMPANIES,1
003397,INSURANCE FEDERALISM,003398,MCCARRAN-FERGUSON ACT,2,1,003400=MCCARRAN-FERGUSON ACT INTERPRETATION,1
003461,INTELLECTUAL PROPERTY,003465,PATENTS,0,16,003462=PATENT LAW,1
003465,PATENTS,003515,PROSECUTION AND APPLICATION PROCEDURE,0,7,003466=PATENT APPLICATIONS AND PROSECUTION;003472=PATENT PROSECUTION;003475=PATENT PROSECUTION AND APPLICATION PROCEDURE;003480=PATENT PROSECUTION AND EXAMINATION;003521=PROSECUTION AND APPLICATION PROCESS;003523=PROSECUTION AND EXAMINATION,6
003465,PATENTS,003492,PATENTABILITY CONDITIONS,0,5,003503=PATENTABILITY REQUIREMENTS,1
003503,PATENTABILITY REQUIREMENTS,003504,UTILITY,0,3,003507=UTILITY REQUIREMENT,1
003509,POST-GRANT PROCEEDINGS AND CORRECTIONS,003512,REISSUE OF PATENTS,1,2,003510=REISSUE,1
003533,INTELLECTUAL PROPERTY ADMINISTRATION,003534,PATENT AND TRADEMARK OFFICE,0,9,003565=UNITED STATES PATENT AND TRADEMARK OFFICE,1
003534,PATENT AND TRADEMARK OFFICE,003535,ESTABLISHMENT AND ORGANIZATION,0,2,003545=USPTO ESTABLISHMENT AND ORGANIZATION,1
003565,UNITED STATES PATENT AND TRADEMARK OFFICE,003566,ORGANIZATION AND GENERAL AUTHORITY,1,1,003567=ORGANIZATION AND GOVERNANCE,1
003592,INTELLECTUAL PROPERTY AND TECHNOLOGY REGULATION,003596,PATENTS,0,3,003593=PATENT LAW,1
003614,INTERNET AND TECHNOLOGY LAW,003615,INTERNET PLATFORMS REGULATION,0,1,003617=PLATFORM REGULATION AND LIABILITY,1
003623,JUDICIAL REVIEW OF AGENCY ACTION,003675,STANDARDS OF REVIEW,0,15,003640=SCOPE AND STANDARDS OF JUDICIAL REVIEW;003646=SCOPE AND STANDARDS OF REVIEW,2
003623,JUDICIAL REVIEW OF AGENCY ACTION,003690,STANDING TO SUE,0,3,003693=STANDING TO SUE AGENCIES;003696=STANDING TO SUE AGENCY,2
003646,SCOPE AND STANDARDS OF REVIEW,003654,REVIEW OF AGENCY DETERMINATIONS OF LAW,0,7,003663=REVIEW OF AGENCY LEGAL DETERMINATIONS,1
003647,DEFERENCE TO AGENCY INTERPRETATIONS,003650,CHEVRON DOCTRINE LIMITS,0,2,003648=CHEVRON DEFERENCE LIMITS,1
003655,AGENCY INTERPRETATION OF REGULATIONS,003656,AUER DEFERENCE,2,0,003657=AUER DEFERENCE AND ITS LIMITS,1
003675,STANDARDS OF REVIEW,003688,STATUTORY INTERPRETATION DEFERENCE,0,2,003685=REVIEW OF AGENCY STATUTORY INTERPRETATION,1
003717,CHILD LABOR REGULATION,003718,MINIMUM AGE REQUIREMENTS,0,2,003720=MINIMUM AGE RESTRICTIONS,1
003757,LAND USE AND ZONING,003789,ZONING ORDINANCES,0,3,003794=ZONING ORDINANCES AND CODES,1
003789,ZONING ORDINANCES,003790,ZONE CLASSIFICATIONS,0,1,003792=ZONING USE DISTRICTS,1
003861,LOCAL GOVERNMENT AND MUNICIPAL CORPORATIONS,003887,MUNICIPAL PUBLIC UTILITIES AND SERVICES,0,3,003924=PUBLIC UTILITIES AND SERVICES,1
003861,LOCAL GOVERNMENT AND MUNICIPAL CORPORATIONS,003921,PUBLIC INFRASTRUCTURE AND PUBLIC WORKS,0,3,003889=MUNICIPAL PUBLIC WORKS AND IMPROVEMENTS;003892=MUNICIPAL PUBLIC WORKS AND INFRASTRUCTURE;003902=MUNICIPAL SERVICES AND PUBLIC WORKS,3
003861,LOCAL GOVERNMENT AND MUNICIPAL CORPORATIONS,003867,MUNICIPAL FINANCE AND TAXATION,0,2,003897=MUNICIPAL REVENUE AND TAXATION,1
